utterance,label
"Uh, listen, I need that broiling pan that Joey borrowed the other day.",0
"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",2
William Sonoma,0
Expect it in 4-6 weeks.,0
"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",0
"Yeah, so?",0
"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",0
"Y'know what, champ? I think I'll pass.",0
Why?,1
Why?,0
What's your point?,0
"So uh, what’s your name?",0
It's Jake.,0
"Joey.  Hey Jake, do you like the Knicks?",0
"Yeah, big fan.",0
"Me too! There’s a game on Tuesday, do you wanna go?",1
Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,1
Ugh.  Ross!,2
Hi! Sorry I’m late. Were you sleeping?,0
"Ahh, nooo!!",1
"Oh, great!",1
"Listen, oh I had to get you a whole new battery.",0
"I got you the best one I could, ‘cause that’s not where you want to skimp.",0
"You’re a genius, Ross.",1
"Yeah, well it came to about $112, but what the hell, just call it an even 110?",0
"Okay, I’ll pay you tomorrow.",0
"So they ah, they all took off, it was pretty hard watching them go, y'know?",2
"Yeah, okay, bye.",0
So I’m gonna take off then!,0
"Hey! Oh right, tonight was your party.",1
"Oh wow, you look great! Glad you could make it.",1
"Oh well, y'know, the gala had to end sometime.",0
"Don't go anywhere, I'll be right back.",0
"Yeah, sure.  All right, whose court is the ball in now?",0
I thought there wasn't a ball?,0
"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",0
"Rachel, this is my friend Tom.",0
"Oh, go on! You telling people about me?",1
You two could really hit it off! I'm gonna go mingle.,1
So you work at,0
"Yeah, okay, at ease solider!",0
I'm sorry?,2
"No, it's all right, you can just drop the act Tommy.",0
"I'm gonna go talk to uh, a friend.",2
"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",2
Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,1
I think I need a drink.,0
Yeah!,1
"Hey, Pheebs?",0
"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",2
"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",2
"And-and I promise, I won't touch a guitar until you say I'm ready.",0
You really think I'm ready?,1
Uh-huh!,1
Wow! Cool!,1
Was the chord at least right,0
No!,2
"Well, this has been fun.",0
"Yes. Yes, thanks for letting me use your phone... and for saving my life.",1
"Well, goodbye Chandler. I had a great blackout.  See ya.",0
"Hi, um, I'm account number 7143457.",0
"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.",0
We’re beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,0
I’m really glad we came.  You’re so pretty. I love you.,1
"Okay, that’s a fire. Oh yeah. Oh yeah.",0
"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",0
What are you doing?,0
I’m sorry.,0
"But ah, hey, oh, somebody’s off the phone, how ‘bout a glass of wine by the fire, I could get it going again.",0
"Ross you’re not listening to me, I don’t have time to stop.",0
"Come on Rach, you don’t have what, ten minutes?",0
I don’t have ten minutes!!,2
"What?  Sophie, does she have ten minutes?",0
"Hey, Ross!!! I told you I don’t!",2
"Don’t yell at me okay, this is the most I’ve seen you all week.",2
"Look, I cannot do this right now, okay, I’ve got a deadline, would you just go home, I’ll talk to you later.",0
"Yeah, but wait...",0
Good bye!,0
"Actually, that’s our three hole punch.",0
Oh yeah? When?,2
I'll tell you what.,0
"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",0
Why won't I be married when I'm 40?,2
"Oh, no, no. I just meant hypothetically.",0
"Ok, hypothetically, why won't I be married when I'm 40?",2
"No, no, no.",0
What is it? Is there something fundamentally unmarriable about me?,2
"Uh, uh.",0
Well?,2
Dear God! This parachute is a knapsack!,2
Hey.,0
"Hey. Ooh, look at you, dressy-dress.",1
Did you go home and change?,2
"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",0
"No, I haven't seen him.",0
"Well, where is he? He is supposed to be here.  What if the baby needs him?",2
"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",0
"Yeah, why?",0
No reason.,0
I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,1
"What happened to Santa, Holiday Armadillo?",2
"Yes! Yes! Please, just give it to me!",1
"Yeah, that’s her.",0
Thank you.,0
It’s unbelievable! I-I can’t believe that sign didn’t work!,2
Y’know what would work?,0
Stop making candy!,2
You mean they like you.,0
Maybe.,0
Is that why you became a chef? So that people would like you?,2
"Oh, you really want to talk about getting people to like you huh, funny man?",2
"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled ‘CUT!’",2
"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",2
"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",1
‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!,1
What? We could do it!,2
"I don’t know, I mean you were a lot bigger, I mean, stronger back then.",1
"I can do it, okay? Come on, let’s go.",0
"1, 2, 3, 4, 5, 6, 7, 8",0
I can’t do it!,2
"Now you do that, you’re on TV.",0
Hey!,1
"So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards...",0
Check this out? Huh?  Yeah. That’s the stuff. What do you think?,0
"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore.",0
"Well, I like it. Here you go.",0
"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?",2
"Oh, I embarrass you?",2
How can I answer that when I’m pretending I don’t know you?,0
Oh really? Then how come no one here is wearing them?,0
They’re all tourists.,0
"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself.",2
Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.,0
Good choice.,2
Thanks.,1
"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!",2
"So! I'm just an empty vase, huh?",2
What?,2
"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",2
"And y'know what, I get excited about stupid stuff, like when I my",0
"Whoa, whoa, whoa.",2
You don't even know me...,2
"Whoa, whoa, whoa, the poem is not about you.",2
What?,2
"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",2
"I'm sorry, my friend Phoebe...",2
"No, it's about all women. Well, all American women. You feel better now?",0
Oh yeah.,0
"Okay, forward. Forward—Stop!  Okay, back—Stop!  Okay, forward—Stop! Stop! Stop!",0
"Okay, here’s what we’re gonna do.",0
"Okay, I’m gonna break into this mini-van and put it in neutral.",0
You guys push it forward so Ross can drive out of his spot.,0
Okay?,0
"All right, here we go.",0
Haul ass!!!,0
"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",0
So theoretically we could download our thoughts and our memories into this computer...,0
...and live forever as a machine!,1
"That's so Janine, you-you-you know what, do you know we're doing right now?",1
"You and I, we're interfacing.",0
"Yeah, I gotta go.",2
Ba dum bumb cheshhh!,1
"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.",0
"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",0
See?,0
"Yeah, that's the same as ""it has something to do with wind"".",2
"Alright, I'm gonna go pick up a few things for the trip.",0
"Oh, I should go, too.",0
"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.",0
"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",2
"And she was like ""Oh, don't worry!",2
I asked him.,0
"He's totally ok with seeing you!"".",2
So now I have to go so he'll think that I'm totally ok with seeing him!,1
"Which you're not, because you've totally hung up on him!",2
Exactly!,0
And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,0
"I didn't even think about that!  Aaargh,",2
"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.",0
"Ok, that'll be great!",1
"Oh, ain't that nice? The three of you trying on slutty lingerie together.",2
That's not what we're gonna do!,2
"Why would you ruin it, who was that hurtin'?",2
"Julie hi! Chandler Bing, I, I guess you remember me.",1
Hello Skidmark.,0
"It’s a nickname, I’ll explain later.",0
It’s pretty clear.,0
"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight.",0
That’s why you broke up with me?,2
"You-you-you didn’t know that.  Well, I guess my work here is done!",2
Ni-chou chi-ma!,1
"Ross! Excuse me, pardon me, excuse me....",1
Hi everyone.,0
"I just, I wanted to thank you for our uh, our little talk before.",0
"Well, I was going to, but after I talked to you, I talked to Joey.",0
"What did, what did he say?",2
"Basically he told me to get over myself and just do it, ya know.",0
"So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so.",0
"Oh, great!",1
"We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck.",1
"Okay, stop it Phoebe, you’re getting me all tingly.",1
"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?""",1
And did he?,0
"I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself.",1
"Okay-okay, I got it. I got it.",0
I just like him so much that I just feel like I’ve had 10 drinks today and I’ve only had six.,1
"Oh, I haven’t had that feeling since I first started going out with Chandler.",1
"Wow, I’m never gonna have that feeling again, am I?",2
You sound like a guy.,2
"No, a guy would be saying, ""I’m never gonna get to sleep with anyone else.""",2
Oh my God!,2
I’m never gonna get to sleep with anyone else!,2
I’ve been so busy planning the wedding that I forgot about all the things that I’d be giving up!,2
"I mean, I…I’m never gonna have a first kiss again.",2
You’ll have a last kiss.,0
Thank you so much for coming back over.,1
"Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable.",2
"I know Mona, just hear me out.",0
"First of all, I’m so sorry about my father yelling at you, but I heard you totally held your own.",0
You’re gonna have to tell me how you did that.,0
Focus.,0
"Okay. Um…But—Okay, yes Ross and I used to date. And yes we are gonna have a baby. But we are",0
All right where’s that turkey!,0
Joey! Those are my maternity pants!,2
Not now! These are my Thanksgiving pants!,1
No.,0
No!,2
"Oh, would you look at that Monica?",1
"I just knocked off all of your top scores, how sad.",1
"Okay, I’m next.  Don’t! Don’t start another game! I said I’m next! Phoebe!",2
"Oh, I’m sorry. I didn’t hear you over all the winning.",1
Chandler! Phoebe’s hogging the game!,2
Remember I had to leave the room the other day when you had that roast chicken?,0
Yeah. But I thought that was because I put the whole thing on my hand and made it walk across the table.,0
"Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work.",0
But you gotta have turkey on Thanksgiving!,1
"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",2
Or Friday with no two pizzas!,2
All right fine! If it means that much to you! But just—there’s gonna be a ton left over.,2
No there won’t! I promise I will finish that turkey!,1
"All right, you’re telling me you can eat an entire turkey in just one sitting?",0
That’s right!,1
